id,name,state,city,address,lat,lng,geo_precision,type,source_url,note
sbs-0118,Rajiv Gandhi Memorial School for the Blind,Maharashtra,Solapur,Solapur,17.6599,75.9064,city,NGO-run,https://www.indiainfo.net/s/blind-school-in-maharashtra,
sbs-0119,The Ideal Blind School,Manipur,Imphal,"Imphal, Manipur (exact street address not publicly listed)",24.817,93.9368,city,NGO-run,https://www.cdac.in/index.aspx?id=mc_st_women_empowerment,
sbs-0120,Jyoti Sroat School,Meghalaya,Shillong,"Shillong, Meghalaya (founded 1993 as first school for the visually impaired in Shillong; now an inclusive school for blind and deaf children)",25.5788,91.8933,city,NGO-run,https://www.indiamart.com/jyoti-sroat-school/,
sbs-0121,"Samaritan's Blind School (Special Blind School, Aizawl)",Mizoram,Aizawl,"Aizawl, Mizoram (founded 1 May 2011 by Samaritan Association for the Blind; funded by Dept. of Social Justice & Empowerment)",23.7271,92.7176,city,NGO-run,https://www.cdac.in/index.aspx?id=mc_st_women_empowerment,
sbs-0122,N.C. Special School for Blind,Odisha,Angul,"Angul Punnyashram, Tentol, Angul",20.84,85.1,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0123,"School for the Blind (The Welfare), Azimabad",Odisha,"Azimabad, Balasore district","AT/Po-Azimabad, Dist-Balasore",21.4942,86.9317,city,Government-funded Special School (High School),https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0124,"School for the Blind, Balasore",Odisha,Balasore,"Balasore, Odisha (managed by Handicapped Welfare Institute, Balasore)",21.4942,86.9317,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0125,"School for the Blind, Baliguda",Odisha,"Baliguda, Kandhamal district","Baliguda, Kandhamal (managed by Banabasi Seva Samiti)",19.9333,84.1167,district-approx,NGO-run,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0126,"School for the Blind, Banpur",Odisha,"Banpur, Khordha district","Banpur, Khurda (managed by Neheru Seva Sangh, Banpur)",19.7333,85.1667,district-approx,NGO-run,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0127,"School for the Blind, Bargarh",Odisha,Bargarh,"At/Po/Dist: Bargarh (managed by Physically Handicapped School, Bargarh)",21.3347,83.6198,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0128,"School for the Blind, Baripada",Odisha,"Baripada, Mayurbhanj district","Baripada, Mayurbhanj, Odisha",21.9347,86.7331,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0129,"School for the Blind, Berhampur",Odisha,"Berhampur, Ganjam district","Berhampur, Ganjam, Odisha",19.3149,84.7941,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0130,"School for the Blind, Betera",Odisha,"Betera, Bhadrak district","Betera, Dist-Bhadrak (managed by District Handicapped Welfare Organisation, Betera)",21.0574,86.5155,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0131,"School for the Blind, Bhawanipatna",Odisha,"Bhawanipatna, Kalahandi district","Bhawanipatna, Kalahandi, Odisha",19.9064,83.1666,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0132,Bhima Bhoi School for the Blind,Odisha,Bhubaneswar,"Unit III, Bhubaneswar (also has Vocational Higher Secondary section)",20.2961,85.8245,city,Government Special School,https://ommcomnews.com/odisha-news/high-schools-in-bhubaneswar-for-blind-hearing-impaired-upgraded/,
sbs-0133,Louis Braille School for the Blind,Odisha,Bhubaneswar,"Bhubaneswar, Odisha",20.2961,85.8245,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0134,Odisha Association of the Blind (OAB) School,Odisha,Bhubaneswar,Bhubaneswar (founded 1975),20.2961,85.8245,city,NGO-run,https://caringhandsfoundation.org/projects/education/oab/,
sbs-0135,"Sriharsa Mishra Memorial Sishu Vidyalay (Deaf, Blind, M.R.)",Odisha,Bhubaneswar,"HIG-158, Kanan Bihar, Bhubaneswar",20.2961,85.8245,city,"Composite school (Deaf, Blind, Mentally Retarded categories)",https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,"Government table lists this under 'Category of School: for the Deaf' despite the institution's own name covering Deaf, Blind, and MR students — a composite institution, not VI-exclusive."
sbs-0136,Bolangir School for Handicapped,Odisha,Bolangir,Bolangir district — NOTE: low confidence this is VI-specific vs. general disability; not independently confirmed,20.7074,83.4842,city,Integrated (unconfirmed VI focus),https://caringhandsfoundation.org/projects/education/bolangir-school/,
sbs-0137,"School for Blind, Bolangir",Odisha,Bolangir,"Bolangir, Odisha",20.7074,83.4931,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0138,School for the VI (Boudh),Odisha,Boudh (district),"Boudh district, Odisha — exact town/management not resolvable from source table layout",20.8302,84.3269,district-approx,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,"Same table-layout caveat as the Boudh Blind entry above — district inferred from position, not an explicit label in the source."
sbs-0139,Special School for the Blind,Odisha,Boudh (district),"Boudh district, Odisha — exact town/management not resolvable from source table layout",20.8302,84.3269,district-approx,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,District attribution inferred from sequential position in the source table (between confirmed Bolangir and Cuttack blocks); the table's column layout made exact management/address unrecoverable for this row. Verify before treating as authoritative.
sbs-0140,Netaji Handicapped School for VI,Odisha,"Dasarathapur, Jajpur district","At/Po-Dasarathapur, Dist-Jajpur (managed by NEESCOI)",20.85,86.3333,district-approx,NGO-run (composite HI & VI),https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0141,Nandini Devi School,Odisha,Dhenkanal,"Dhenkanal (serves deaf, mute, and blind students)",20.6591,85.5987,city,Integrated School — VI Section,https://villagesquare.in/nandini-devi-school-dhenkanal-odisha/,
sbs-0142,"School for the Blind, Dhenkanal",Odisha,Dhenkanal,"Dhenkanal, Odisha",20.6693,85.5985,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0143,John Milton Special School for the Blind,Odisha,"Kaithigadia, Nayagarh district","At-Kaithigadia, Po-Jamusahi, Nayagarh",20.1289,85.0972,district-approx,NGO-run,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0144,"School for the Blind, Kankorada",Odisha,"Kankorada, Ganjam district","Kankorada, Ganjam, Odisha",19.38,85.05,district-approx,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0145,"School for the Blind, Kendrapara",Odisha,Kendrapara,"Kendrapara Municipality, Kendrapara, Odisha",20.5,86.4167,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0146,"Schoool for the VI, Kendrapara",Odisha,Kendrapara,"Kendrapara district, Odisha — exact management/address not resolvable from source table layout",20.5,86.4167,district-approx,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,District confirmed by sequential position within the Kendrapara block; exact management/address not recoverable from the source table's column layout.
sbs-0147,"School for the Blind, Keonjhar",Odisha,Keonjhar,"Keonjhar, Odisha",21.6297,85.5828,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0148,"School for the Blind, Koraput",Odisha,Koraput,"Koraput, Odisha (managed by Red Cross & Rotary Society, Koraput)",18.8112,82.7108,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0149,"Schoool for the VI, Koraput",Odisha,Koraput,"Koraput district, Odisha — exact management/address not resolvable from source table layout",18.8112,82.7108,district-approx,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,District confirmed by sequential position within the Koraput block; exact management/address not recoverable from the source table's column layout.
sbs-0150,Bichitra Nanda School for Blind,Odisha,"Nimapara, Puri district","Nimapara, Puri, Odisha",20.093,85.999,district-approx,Government-funded Special School (listed as 'for the VI'),https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0151,"S.V.M. School for the Blind, Nimapara",Odisha,"Nimapara, Puri district","Nimapara, Puri, Odisha (managed by Patitapaban Seva Sangh, Nimapara)",20.093,85.999,city,NGO-run,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0152,"School for the Blind, Nuapada (Cuttack)",Odisha,"Nuapada locality, Cuttack","Nuapada, Cuttack, Odisha",20.4625,85.8828,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,"This is the Nuapada locality within Cuttack district/city, not Nuapada district."
sbs-0153,"School for the Blind, Sundergarh",Odisha,Sundargarh,"Sundargarh, Odisha (managed by IRCS, Dist-Branch, Sundargarh)",22.1167,84.0333,city,Government-funded Special School,https://ssepd.odisha.gov.in/sites/default/files/2022-05/102%20Special%20Schools%20list%20and%201%20college%20(2).xlsx_.pdf,
sbs-0154,Anandarangapillai Govt. Special School for Visually Challenged Children,Puducherry,Puducherry,"Puducherry (Directorate of Social Welfare, Govt. of Puducherry)",11.9416,79.8083,city,Government Special School,https://socwelfare.py.gov.in/anandarangapillai-govtspecial-school-visually-challenged-children-puducheery,
sbs-0155,"School for the Blind, Lohgarh Gate",Punjab,Amritsar,"Near Sheetla Mandir, Lohgarh Gate, Amritsar",31.634,74.8723,city,NGO-run,https://maheshinder.com/page/schools-blind-india,
sbs-0156,"Rashtriya Andh Vidyalaya, Vasant Vihar",Punjab,Jalandhar,"Jyoti Nagar, Jalandhar",31.326,75.5762,city,NGO-run,https://maheshinder.com/page/schools-blind-india,
sbs-0157,Govt. Institute for Blind (Braille Bhawan) Secondary School,Punjab,Ludhiana,"Braille Bhawan, Ludhiana",30.901,75.8573,city,Government Special School,https://www.icbse.com/schools/govt-institute-for-blind-brail-bhawan-2kgv3,
sbs-0158,Vocational Rehabilitation Training Centre for the Blind,Punjab,Ludhiana,"Haibowal Road, opposite Kitchlu Nagar, Ludhiana",30.901,75.8573,city,Government Special School,https://yespunjab.com/ludhiana-dc-visits-govt-institute-for-blind-braille-bhawan-and-juvenile-home/,
sbs-0159,Home for the Blind and the Disabled School,Punjab,Malerkotla,"Malerkotla, Punjab",30.5326,75.8825,city,NGO-run,https://classhud.com/best/school/blind-school/malerkotla,
sbs-0160,"NAB Special School for the Blind, Mohali",Punjab,Mohali,"NAB Institute for the Blind, Mohali",30.7046,76.7179,city,NGO-run,https://nabchandigarh.com/special-school-at-nab-institute-for-the-blind-mohali/,
sbs-0161,Patiala School for the Blind,Punjab,Patiala,"Village Saifdipur, behind Punjabi University, Patiala (est. 1967)",30.3398,76.3869,city,NGO-run,https://en.wikipedia.org/wiki/Patiala_School_for_the_Blind,
sbs-0162,Patiala School for the Deaf-Blind,Punjab,Patiala,"Patiala, Punjab",30.3398,76.3869,city,Deaf-Blind School,https://en.wikipedia.org/wiki/Patiala_School_for_the_Deaf-blind,
sbs-0163,Divya Jyoti Blind Girls School & Rehabilitation Center,Rajasthan,Jaipur,"Jaipur, Rajasthan",26.9124,75.7873,city,NGO-run,https://divyajyotiblindgirlsschool.org/empowering-visually-impaired-girls-divya-jyoti-blind-girls-school-rehabilitation-center/,
sbs-0164,Rajasthan Netraheen Kalyan Sangh (RNKS) Residential School,Rajasthan,Jaipur,"Jaipur, Rajasthan",26.9124,75.7873,city,NGO-run,https://rnks.org/about-us/what-we-do/,
sbs-0165,Netraheen Vikas Sansthan (Indian Blind School),Rajasthan,Jodhpur,"Jodhpur, Rajasthan",26.2389,73.0243,city,NGO-run,https://www.jodhpurblindschool.org/indian-blind-school.asp?id=23,
sbs-0166,Apna Ghar (residential school incl. visually impaired children),Rajasthan,"Kotra, Ajmer district","Kotra, Ajmer district, Rajasthan",26.4499,74.6399,city,Deaf-Blind School,https://apnagharashram.org/kotra-ajmer/,
sbs-0167,Jawaharlal Nehru Memorial Institute for Handicapped,Sikkim,Namchi,"Boomtar, Namchi, Sikkim (foundation laid 14 Nov 1987; the only school for the blind in Sikkim; initiated by NAB, later taken over by the state government)",27.1667,88.3667,city,Government / NGO-run,https://sikkimproject.org/living-and-learning-in-the-only-school-for-the-blind-in-sikkim/,
sbs-0168,Saint Louis Institute for Deaf and Blind,Tamil Nadu,Chennai,"No. 25, Canal Bank Road, Adyar, Chennai - 600020, Tamil Nadu",13.0827,80.2707,city,Missionary/Christian — Deaf-Blind,https://targetstudy.com/school/schools-for-blinds-schools-in-tamil-nadu.html,
sbs-0169,Thakkar Baba Vidyalaya (College Students & Graduates Assoc. of the Blind),Tamil Nadu,Chennai,"58, Venkatnarayana Road, T-Nagar, Chennai - 600017, Tamil Nadu",13.0827,80.2707,city,NGO-run,https://www.nabindia.org.in/state-branches/,
sbs-0170,Victoria Memorial School for the Blind (Poonamallee Blind School),Tamil Nadu,Chennai,"Poonamallee High Road, Poonamallee, Chennai - 600056, Tamil Nadu",13.0827,80.2707,city,Government-linked (oldest blind school in India),https://visionaid.org/blind-school/poonamallee-blind-school/,
sbs-0171,"Government Blind School, Thondamuthur (Uliyampalayam)",Tamil Nadu,Coimbatore,"Uliyampalayam, Thondamuthur, Coimbatore, Tamil Nadu - 641109",11.0168,76.9558,city,Government Special School,https://www.mappls.com/rgi9sm,
sbs-0172,Innervision Blind School International Foundation,Tamil Nadu,Coimbatore,"Coimbatore, Tamil Nadu",11.0168,76.9558,city,NGO-run,https://www.facebook.com/innervisioninternational/,
sbs-0173,Indian Association for the Blind — Higher Secondary School & Rehabilitation Centre,Tamil Nadu,Madurai,"Madurai, Tamil Nadu (100+ students, classes 6–12)",9.9252,78.1198,city,NGO-run,https://www.idealist.org/en/nonprofit/ba642152b30c4b0481034bd54c0b2415-indian-association-for-the-blind-madurai,
sbs-0174,St. Joseph's School for the Blind,Tamil Nadu,Madurai,"Madurai, Tamil Nadu (est. 1972 by the Servite Sisters)",9.9252,78.1198,city,Missionary/Christian,https://visionaid.org/blind-school/st-josephs-school-for-blind/,
sbs-0175,"School for the Blind, Palayamkottai",Tamil Nadu,Tirunelveli,"Palayamkottai, Tirunelveli, Tamil Nadu (Tel: 0462-2574967)",8.7139,77.7567,city,School,https://www.icbse.com/schools/the-school-for-the-blind-ev5613,
sbs-0176,Special School for Differently Abled Persons,Tamil Nadu,Tirunelveli,"Tirunelveli District, Tamil Nadu",8.7139,77.7567,city,Government Special School (integrated),https://tirunelveli.nic.in/special-school-for-differently-abled-persons/,
sbs-0177,Devnar School for the Blind,Telangana,Hyderabad,"1-10-122 to 125, Mayuri Marg, Begumpet, Hyderabad, Telangana - 500016 (also a Ramanthapur campus)",17.385,78.4867,city,"NGO-run (500+ students, one of India's largest)",https://devnarfoundationfortheblind.org/,
sbs-0178,"Government Blind School, Karimnagar",Telangana,Karimnagar,"Karimnagar, Telangana (English medium classes 1–5, Telugu medium 1–10, free boarding)",18.4386,79.1288,city,Government Special School,https://tv9telugu.com/telangana/karimnagar-govt-blind-school-invites-applications-for-2023-24-admission-into-1st-to-10th-class-968268.html,
sbs-0179,Nalgonda Blind School,Telangana,Nalgonda,"Deendayal Nagar, Opposite Outdoor Stadium, Gollaguda, Nalgonda - 508001, Telangana",17.0575,79.269,city,School,https://targetstudy.com/school/schools-for-blinds-schools-in-telangana.html,
sbs-0180,Nethra Vidyalaya — JIVA Campus,Telangana,"Shamshabad, Hyderabad","Sri Ram Nagar, Shamshabad, Hyderabad, Telangana",17.2403,78.4294,city,NGO-run (junior & degree college for the blind),https://nethravidyalaya.org/,
sbs-0181,"Institute for the Visually Handicapped (Girls), Agartala",Tripura,Agartala,"Agartala, Tripura (exact street address not publicly listed)",23.8315,91.2868,city,Government / NGO-run,https://www.cdac.in/index.aspx?id=mc_st_women_empowerment,
sbs-0182,Radhaswami Blind School,Uttar Pradesh,Agra,"Agra, Uttar Pradesh",27.1767,78.0081,city,NGO-run,https://pmc.ncbi.nlm.nih.gov/articles/PMC4448240,
sbs-0183,"Ahmadi School for the Visually Challenged, Aligarh Muslim University",Uttar Pradesh,Aligarh,"Aligarh Muslim University campus, Aligarh, Uttar Pradesh",27.9167,78.0667,city,Integrated School — VI Section (University-run),"https://en.wikipedia.org/wiki/Ahmadi_School_for_the_Visually_Challenged,_Aligarh_Muslim_University",Constituent school of AMU. Exact street address not published; coordinates are the university campus centroid.
sbs-0184,Sparsh Government Inter College for Visually Impaired,Uttar Pradesh,Banda,"Mahokhar, Banda",25.4762,80.3352,city,Government Special School,https://uphwd.gov.in/en/page/special-school,
sbs-0185,Kanpur Blind School,Uttar Pradesh,Kanpur,"110/241 Nehru Nagar, Kanpur",26.4499,80.3319,city,NGO-run,https://rentechdigital.com/smartscraper/business-report-details/india/list-of-blind-schools-in-uttar-pradesh,
sbs-0186,Lucknow Blind School,Uttar Pradesh,Lucknow,"Lucknow, Uttar Pradesh (managed by ShradhaSevarth, est. 2002)",26.8467,80.9462,city,NGO-run,https://blindschool.in/,
sbs-0187,Sparsh Government School for Visually Impaired (Boys),Uttar Pradesh,Lucknow,"Mohan Road, Lucknow",26.8467,80.9462,city,Government Special School,https://uphwd.gov.in/en/page/special-school,
sbs-0188,Sparsh Government School for Visually Impaired (Girls),Uttar Pradesh,Lucknow,"Mohan Road, Lucknow",26.8467,80.9462,city,Government Special School,https://uphwd.gov.in/en/page/special-school,
sbs-0189,Sparsh Government High School for Visually Impaired (Boys),Uttar Pradesh,Meerut,"Partapur, Meerut",28.9845,77.7064,city,Government Special School,https://uphwd.gov.in/en/page/special-school,
sbs-0190,The School & Home for the Blind (former Blind Asylum),Uttar Pradesh,Prayagraj (Allahabad),"Prayagraj, Uttar Pradesh (est. 1926)",25.4358,81.8463,city,Missionary/Christian,https://www.hsbjccm.com/,
sbs-0191,Sparsh Government High School for Visually Impaired (Girls),Uttar Pradesh,Saharanpur,"Rampur Maniharan, Saharanpur",29.968,77.546,city,Government Special School,https://uphwd.gov.in/en/page/special-school,
sbs-0192,Jeevan Jyoti Blind Residential School,Uttar Pradesh,Sarnath,"Sarnath, near Varanasi, Uttar Pradesh (est. 1975)",25.3811,83.0224,city,NGO-run,https://dalailamatrust.org/project/jeevan-jyoti-blind-residential-school/,
sbs-0193,Shri Hanuman Prasad Poddar Blind School,Uttar Pradesh,Varanasi,"Varanasi, Uttar Pradesh",25.3176,82.9739,city,NGO-run,https://www.tribuneindia.com/news/pms-help-sought-to-save-school-for-blind-in-varanasi-290073/,
sbs-0194,"National Institute for the Empowerment of Persons with Visual Disabilities (NIEPVD, formerly NIVH)",Uttarakhand,Dehradun,"116, Rajpur Road, Dehradun 248001",30.3165,78.0322,city,Government Special School,https://niepvd.nic.in/about-us/,
sbs-0195,Senior Secondary Model School for the Children with Visual Disabilities (Divyangjan),Uttarakhand,Dehradun,"116, Rajpur Road, NIEPVD Campus, Dehradun, Uttarakhand 248001",30.351,78.0819,city,Government Special School (National Institute-run),https://niepvd.nic.in/model-school/,"CBSE-affiliated residential school (est. 1959, ~240 students) run by NIEPVD, the national apex VI institute. May be a duplicate of an existing 'NIEPVD/NIVH Dehradun' entry from the North India pass — check before merging."
sbs-0196,Sharp Memorial School for the Blind,Uttarakhand,Dehradun,"46, Rajpur Road, Rajpur, Dehradun, Uttarakhand 248009",30.3672,78.0827,city,Missionary/Christian (historic),https://sharpmschool.org/about/,"India's first school for the blind, founded 1887 in Amritsar by Annie Sharp, relocated to Dehradun in 1903. Distinct institution from the NIEPVD Model School above, though both are in Dehradun."
sbs-0197,Bankura Sammilani Blind School,West Bengal,Bankura,Bankura district,23.2324,87.074,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0198,Burdwan Blind Academy (School Section),West Bengal,Bardhaman,Bardhaman district,23.2324,87.8615,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0199,Sri Aurobindo Institute for Sightless,West Bengal,Birbhum,Birbhum district,23.9167,87.5333,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0200,Sri Sri Ramkrishna Satyananda Dristidweep Siksha Niketan,West Bengal,Birbhum,Birbhum district,23.9167,87.5333,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0201,North Evangelical Lutheran Church School for the Blind,West Bengal,Cooch Bihar,Cooch Bihar district,26.3452,89.4482,city,Missionary/Christian,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0202,Suchetana Abasik Pratibandhi Vidyapith,West Bengal,Dakshin Dinajpur,"Dakshin Dinajpur district (multi-disability residential school, includes VI students)",25.2183,88.771,city,Integrated School — VI Section,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0203,Louis Braille Memorial School for the Sightless,West Bengal,Hooghly,Hooghly district,22.8964,88.3953,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0204,Subodh Sen Smriti Drishtiheen Vidyalaya,West Bengal,Jalpaiguri,Jalpaiguri district,26.547,88.7196,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0205,Calcutta Blind School,West Bengal,Kolkata,Kolkata,22.5726,88.3639,city,"NGO-run, historic",https://stackschools.com/schools/19170112415/calcutta-blind-school-hs,
sbs-0206,Light House for the Blind,West Bengal,Kolkata,"174, Shyama Prasad Mukherjee Road, Kalighat, Kolkata, West Bengal 700026",22.5205,88.3426,city,NGO-run,https://www.lighthousefortheblind.in/,
sbs-0207,Vocational Training Centre for the Sightless,West Bengal,Kolkata,Kolkata,22.5726,88.3639,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0208,RP Roy Memorial Blind School,West Bengal,Malda,Malda district,25.0107,88.1546,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0209,Subodh Kumar Mishra Memorial Blind School,West Bengal,Malda,Malda district,25.0107,88.1546,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0210,Jhunka Pratibandhi Aloke Niketan,West Bengal,Murshidabad,Murshidabad district,24.0958,88.2496,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0211,Nabadwip APC Blind School,West Bengal,"Nabadwip, Nadia","Nabadwip, Nadia district",23.4058,88.3728,city,Government Special School,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0212,Naihati Apex Blind School,West Bengal,"Naihati, North 24 Parganas","Naihati, North 24 Parganas district",22.8956,88.4225,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0213,"Ramakrishna Mission Blind Boys' Academy, Narendrapur",West Bengal,"Narendrapur, Kolkata","Narendrapur, Kolkata, West Bengal 700103",22.4046,88.3936,city,Missionary/NGO-run Residential School,https://rkmbba.org/,
sbs-0214,Mahadev Das Handicapped Children School,West Bengal,North 24 Parganas,North 24 Parganas district,22.7185,88.4808,city,Integrated School — VI Section,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0215,Nimbark Math Pratibandhi Siksha Niketan,West Bengal,Paschim Medinipur,Paschim Medinipur district,22.4241,87.32,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0216,SATHI Special School,West Bengal,Paschim Medinipur,"Paschim Medinipur district (multi-disability, includes VI students)",22.4241,87.32,city,Integrated School — VI Section,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0217,Moyna Ramkrishnayan Association Residential Special School,West Bengal,Purba Medinipur,"Moyna, Purba Medinipur district",22.2833,87.7333,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0218,Vivekananda Loksiksha Niketan Special School,West Bengal,Purba Medinipur,Purba Medinipur district,22.2986,87.9256,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0219,Vivekananda Mission Asram Residential School for the Blind,West Bengal,Purba Medinipur,Purba Medinipur district,22.2986,87.9256,city,Residential Blind School,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0220,Manbhum Drishti Pratibandhi Sikshayatan,West Bengal,Purulia,Purulia district,23.332,86.3616,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
sbs-0221,Nimtouri Tamluk Unnyayan Samity Special School,West Bengal,"Tamluk, Purba Medinipur","Nimtouri, Tamluk, Purba Medinipur district",22.2986,87.9256,city,NGO-run,https://meels.wb.gov.in/details-of-sponsored-special-schools/,
